,Unnamed: 0,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
324,324,1,1,0,0,3.257215,0.0434,13.585,198.953,0.44,0.051,,1384.0,G3,1.02,0.053,4.36,,,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,,,
329,329,2,1,0,0,2.1500082,0.03397,22.194,216.1244,0.108,0.159,1841.0,1836.0,,1.13,0.338,4.22,,,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,,
331,331,1,1,0,0,5.452654,0.06774,13.417,1058.3739,2.5,0.432,,,,1.39,,,,,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,,
332,332,3,1,0,0,3.646706,0.04978,14.93,335.62848,0.55,0.02,,,,1.24,,,,,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,,
333,333,1,1,0,0,1.32734683,0.0241,14.314,587.41341,1.175,,,1781.0,,1.03,,,,,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,,
334,334,1,1,0,0,2.797436,0.0379,13.204,371.528,0.89,0.058,,1271.0,,0.93,-0.208,,,,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,,,
335,335,1,1,0,0,4.640382,0.0523,9.247,84.857,0.59,0.067,,1082.0,,0.89,-0.208,,,,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,,,
336,336,2,1,0,0,3.54387,0.0509,17.609,190.372,0.19,0.0,,1752.0,,1.4,0.607,,,,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,,,
337,337,2,1,0,0,3.056536,0.04438,14.28,213.255,0.403,0.0,,1686.0,,,0.431,,,,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,
340,340,1,1,0,0,4.641878,0.0575,14.348,331.801,0.61,0.0,,1428.0,,1.18,0.356,4.14,,,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,,,
342,342,1,2,0,0,4.301219,0.0507,13.922,111.871,0.23,0.044,,1108.0,,0.94,-0.194,4.46,,,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,,
344,344,1,1,0,0,3.128992,0.0452,15.984,283.492,0.38,0.049,,1652.0,,1.26,0.4,4.3,,,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,,
345,345,1,1,0,0,4.463129,0.0577,14.392,156.684,0.28,0.123,,1458.0,,1.28,0.391,4.25,,,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,,
348,348,1,1,0,0,3.1220109,0.0453,14.437,429.0705,0.78,0.115,,1862.0,,1.27,0.603,4.07,,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,,
349,349,1,1,0,0,4.2180278,0.05069,14.493,98.20947,0.178,0.123,,1192.0,,0.98,-0.066,4.39,,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,,
350,350,1,1,0,0,2.7535953,0.03694,11.31,259.98494,0.98,0.047,,1218.0,,0.89,-0.305,4.48,,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,,
351,351,1,1,0,0,1.9616241,0.03159,14.773,471.65972,0.8,0.134,,1778.0,,1.09,0.217,4.31,,,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,,
352,352,1,1,0,0,3.799847,0.04117,10.581,241.5508,1.118,0.074,,818.0,,0.65,-0.902,4.67,,,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,,,
353,353,1,1,0,0,3.5852467,0.04604,13.249,184.97706,0.435,0.139,,1313.0,,1.01,,4.43,,,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,<a refstr=JUNCHER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015PASP..127..851J/abstract target=ref>Juncher et al. 2015</a>,,,
356,356,1,1,0,0,4.0138379,0.04994,14.93,118.23217,0.194,0.073,1146.0,1622.0,,1.03,0.456,4.08,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
357,357,1,1,0,0,4.1419771,0.05064,12.588,489.45575,1.347,0.03,441.4,1278.0,,1.01,0.054,4.36,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
359,359,1,1,0,0,4.7947813,0.06277,18.282,182.43351,0.164,0.25,1634.0,1772.0,,1.44,0.809,3.91,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
360,360,1,1,0,0,1.90231289,0.0301,10.077,335.94463,1.8,0.113,849.5,1505.0,,1.0,-0.115,4.5,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
361,361,1,1,0,0,2.6453235,0.03772,12.027,241.86742,0.77,0.101,867.2,1512.0,,1.02,0.091,4.31,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
362,362,1,1,0,0,3.377728,0.04294,12.543,195.14664,0.54,0.069,387.4,1237.0,,0.93,-0.146,4.43,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
363,363,1,1,0,0,4.007232,0.05387,19.089,184.34048,0.144,0.101,1611.0,1766.0,,1.3,0.668,4.07,,,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,,
364,364,1,1,0,0,2.6054552,0.03951,21.185,167.49641,0.096,0.304,,1930.0,G2,1.21,0.555,3.98,,,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,,,
365,365,1,1,0,0,2.972086,0.04363,17.822,248.86089,0.242,0.09,,1896.0,G0,1.25,0.615,3.99,,,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,,,
366,366,2,1,0,0,4.8101025,0.06505,23.371,108.0622,0.052,0.0,,1903.0,,1.64,0.939,3.85,,,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,,,
367,367,1,1,0,0,2.29840551,0.02996,12.016,230.10892,0.727,0.041,184.8,1028.0,K,0.68,-0.779,4.62,,,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,,,
368,368,1,1,0,0,4.7869491,0.06555,18.786,1137.8314,1.02,0.0,,1930.0,,1.65,1.0,4.11,,,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,,
370,370,1,1,0,0,2.74432452,0.04739,20.961,2154.8874,1.54,0.0,,2562.0,,1.89,1.223,4.18,,,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,,
372,372,1,1,0,0,3.92281072,0.05287,15.614,238.05467,0.342,0.084,931.0,1540.0,,1.28,0.418,4.29,,,<a refstr=SHPORER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690.1393S/abstract target=ref> Shporer et al. 2009 </a>,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,,
373,373,1,1,0,0,3.446459,0.0444,14.594,589.55,1.03,0.12,,1359.0,,0.99,0.041,,,,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,,,
374,374,1,1,0,0,3.312846,0.04491,10.862,167.17858,0.7,0.501,,1407.0,,1.1,0.117,4.39,,,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,,,
377,377,1,1,0,0,3.0440499,0.04057,13.585,172.58169,0.377,0.181,,1244.0,,0.96,,4.52,,,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,,
378,378,1,1,0,0,2.7667641,0.03815,11.646,340.39593,1.191,0.142,,1276.0,,0.97,,4.48,,,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,,
379,379,1,1,0,0,1.74748753,0.02712,12.386,689.6911,1.97,0.126,,1505.0,G9 V,0.87,-0.204,4.45,,,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,,,
380,380,1,1,0,0,2.686502,0.03744,14.572,1039.3041,1.86,0.0,,1592.0,G3 V,0.97,0.173,4.24,,,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,,,
381,381,1,1,0,0,16.254611,0.1308,8.709,425.25654,3.5,0.029,72.7,814.0,G V,1.13,0.093,4.42,,,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,,,
382,382,1,1,0,0,0.83784,0.0174,14.897,629.14449,1.1169,,,2069.0,,1.04,,,,,<a refstr=PENEV_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..127P/abstract target=ref>Penev et al. 2016</a>,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,,
383,383,1,1,0,0,1.354133,0.023,13.092,427.463,1.05,0.0,,1577.0,K,0.88,-0.268,4.48,,,<a refstr=MOHLER_FISCHER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..55M/abstract target=ref> Mohler-Fischer et al. 2013 </a>,<a refstr=MOHLER_FISCHER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..55M/abstract target=ref> Mohler-Fischer et al. 2013 </a>,,,
384,384,1,1,0,0,4.7228124,0.05025,10.682,870.8542,3.89,0.079,,858.0,K V,0.76,-0.646,4.64,,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,,,
385,385,1,1,0,0,2.1605156,0.03397,20.849,467.2101,0.29,0.114,,1654.0,G V,1.12,0.155,4.33,,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,,,
386,386,1,1,0,0,1.3484978,0.0238,15.637,718.2958,1.03,0.0,,2166.0,,1.07,0.19,4.37,,,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,,
387,387,1,1,0,0,4.2986432,0.05163,14.123,194.82979,0.38,0.176,,1277.0,G,0.99,0.068,4.35,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
388,388,1,1,0,0,3.3023881,0.04735,19.616,206.5895,0.153,0.245,,1918.0,F,1.3,0.704,3.94,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
389,389,1,1,0,0,4.637038,0.0611,16.814,168.4499,0.18,0.581,,1659.0,F,1.42,0.669,4.11,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
390,390,1,1,0,0,3.1810781,0.04131,13.384,213.58176,0.48,0.202,,1253.0,G,0.93,-0.157,4.48,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
391,391,1,1,0,0,4.6058749,0.05475,14.022,207.54299,0.411,0.158,,1212.0,G,1.03,0.029,4.39,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
392,392,1,1,0,0,3.547851,0.0485,15.48,340.382,0.51,0.0,,1648.0,F,1.21,0.456,4.22,,,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,,,
393,393,2,1,0,0,3.1743516,0.04354,13.171,224.38798,0.543,0.096,,1414.0,G,1.09,0.097,4.42,,,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,,,
394,394,1,1,0,0,3.37796,0.0478,18.383,279.6904,0.243,0.233,,1823.0,,1.27,0.619,4.0,,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,,
395,395,1,1,0,0,2.8126548,0.04024,14.0,292.4036,0.58,0.471,,1437.0,,1.1,0.057,4.4,,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,,
396,396,1,1,0,0,2.5495551,0.03727,13.787,378.85336,0.79,0.08,,1429.0,,1.06,-0.018,4.45,,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,,
397,397,1,1,0,0,2.1061607,0.03166,16.029,299.07803,0.4,0.108,,1445.0,,0.95,-0.14,4.43,,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,,
398,398,1,1,0,0,1.8209993,0.03199,16.41,388.38826,0.484,0.306,,2037.0,,1.32,0.465,4.24,,,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,,
400,400,2,1,0,0,4.3315366,0.04913,6.793,31.46517,0.55,0.0,229.7,1085.0,,0.84,-0.256,4.48,,,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,,
401,401,1,1,0,0,4.375021,0.05036,6.882,23.51942,0.403,0.0,464.7,1294.0,,0.89,0.072,4.3,,,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..222J/abstract target=ref>Jord&aacute;n et al. 2020</a>,,,
402,402,1,1,0,0,4.5776348,0.06007,17.598,200.2329,0.202,0.275,,1645.0,,1.38,0.64,4.16,,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,,
403,403,1,1,0,0,2.516729,0.0362,11.433,420.471,1.55,0.013,,1315.0,G,1.0,-0.187,4.51,,,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,,,
404,404,1,1,0,0,3.2642736,0.04997,17.71,505.3497,0.49,0.312,,2101.0,,1.56,0.903,3.92,,,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,<a refstr=BENTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.3406B/abstract target=ref>Bento et al. 2018</a>,,,
